ID,DATE_TIME,Node_Name,Node_Id,Cumm_Power,Active_Power,Average_Power_Factor,LL_Average_Voltage,LN_Average_Voltage,Average_Current,Frequency,R_Ph_Active_Power,R_Ph_Power_Factor,RY_Voltage,RN_Average_Voltage,R_Ph_Current,Y_Ph_Active_Power,Y_Ph_Power_factor,YB_Voltage,YN_Average_Voltage,Y_Ph_Current,B_Ph_Active_Power,B_Ph_Power_factor,BR_Voltage,BN_Average_Voltage,B_Ph_Current,Average_Apparent_Power,Average_Reactive_Power,R_Ph_Apparent_Power,R_Ph_Reactive_Power,Y_Ph_Apparent_Power,Y_Ph_Reactive_Power,B_Ph_Apparent_Power,B_Ph_Reactive_Power,R_Ph_THD_Current,Y_Ph_THD_Current,B_Ph_THD_Current,N_Ph_THD_Current,G_Ph_THD_Current,L_L_Average_THD_Voltage,R_Ph_THD_Voltage,Y_Ph_THD_Voltage,B_Ph_THD_Voltage,L_N_Average_THD_Voltage,RN_THD_Voltage,YN_THD_Voltage,BN_THD_Voltage
105371,02:07.0,MF DB-1                  ,4,32277.20508,17.55326462,0.793996632,419.5076904,242.2057495,30.42063904,50.15948868,1.414178491,0.597217441,420.6786804,242.4443817,9.766964912,2.085800648,0.70535326,423.7227173,244.029541,12.11779785,1.736859441,0.717495561,420.0890503,243.3542938,9.937747955,7.745771408,5.681626797,2.36794591,1.899280667,2.95710063,1.899280667,2.420725107,1.686187744,75.76715851,66.74707794,68.12832642,0,0,2.773113251,3.018291712,2.52793479,3.219401121,2.956874847,3.358366728,2.561593533,2.877429724
105368,02:08.0,WSHN FAN DB              ,2,183815.9063,28.37500191,0.968825579,415.5246582,239.9059906,40.70429993,50.04180527,9.770372391,0.97277081,416.0945435,239.6307678,41.91389465,8.743741035,0.977280736,416.184021,240.9520416,37.13191605,9.843979836,0.957754791,413.6893921,239.788681,43.0439949,29.26905251,7.180029392,10.04385853,2.327857494,8.947010994,2.327857494,10.27818394,2.955862045,6.334221363,5.145883083,5.235934258,19.88922691,0,3.181015968,3.484318733,2.877712965,3.503588915,3.458852768,3.741162539,3.191499472,2.95453763
105369,02:08.0,FDV UNIT A               ,13,59185.69922,17.18512726,0.896551013,416.7601624,240.618042,26.55045128,50.03318024,5.699631691,0.891296983,419.2328796,241.2812042,26.50334167,5.986634254,0.901763976,417.7649841,242.290329,27.40021515,5.513492584,0.906773984,416.072998,241.1547852,25.34605217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105370,02:08.0,MF DB-1                  ,4,32272.20313,6.125963688,0.759006083,419.4480286,242.1704254,11.10678768,50.03377914,2.970298052,0.738478482,419.0697937,241.5548859,16.65123177,3.585645199,0.772292137,419.4146423,242.2893524,19.16246605,3.159552574,0.770785749,417.4967346,241.7158661,16.987463,12.76417923,8.273060799,4.022186279,2.712067604,4.642861366,2.712067604,4.099132061,2.61153388,46.75837708,43.58478928,44.06552124,0,0,3.028670788,3.422468424,2.63487339,3.352275848,3.286298037,3.668271303,2.916379929,2.844976187
105365,02:07.0,MF DB-2                  ,5,0,-0.479991019,-1.414825201,418.9093323,241.8597412,1.129858851,50.03309631,-0.212271079,-1.341855764,420.2683411,242.0551758,1.332463503,-0.129715666,-1.568781495,421.006012,243.2399292,1.236688256,-0.135687679,-1.076733589,418.334137,242.4140625,0.607425451,0.770306528,0.570694864,0.322529703,0.242829978,0.300811946,0.242829978,0.146964833,0.056458067,108.6595993,136.5900574,38.32105255,74.9478302,0,3.149614334,3.477998734,2.821229935,3.407511234,3.380394459,3.711179972,3.050801516,2.965424299
105366,02:07.0,WSHN LGT DB              ,1,410539.625,26.88260269,1.007160664,415.3365479,239.7976227,37.66051865,50.03085327,11.51431942,1.005500317,415.2545471,238.7469788,48.4948616,7.652349949,1.011515975,416.6319885,240.7872314,32.15079498,7.705264091,1.004687309,414.395874,239.8499908,32.25434494,27.06105423,-3.132834435,11.57800198,-1.212673068,7.741500854,-1.212673068,7.741551399,-0.748678803,9.195570946,10.99264431,8.042403221,34.2133255,0,3.203358412,3.448297739,2.958419085,3.654126167,3.443153858,3.777208805,3.117660999,3.245860815
105367,02:07.0,FDV UNIT B               ,3,61020.70703,18.11256409,0.849206984,418.5422058,241.64534,29.41383362,50.02867126,5.217793941,0.795304,420.1338196,241.2722931,27.19233131,6.974957943,0.834213018,421.1694336,243.7362671,34.30400085,6.064043522,1.189382076,417.5351563,242.2640381,30.93991852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105359,02:08.0,MF DB-2                  ,5,0,-0.253179401,-1.199922323,423.0106506,244.2274017,0.43189463,50.02354813,-0.124451987,-1.376468539,423.4862976,244.1027832,0.817656219,-0.069437593,-1.634562492,424.2333679,244.9056244,0.775858819,-0.085039087,-1.133894205,421.9596863,244.3520355,0.40232119,0.487789929,0.381990075,0.199592158,0.156040817,0.190012187,0.156040817,0.098185554,0.049079094,50.82133484,63.13591766,46.42320251,70.63017273,0,1.71255219,1.733891726,1.691212654,1.582392454,1.701959491,1.66191721,1.74135232,1.662859082
105360,02:08.0,WSHN FAN DB              ,2,183787.2813,25.3529129,0.968323946,419.2393494,242.0501709,36.05859375,50.01471329,9.403028488,0.972244799,419.7175293,241.4164581,40.06132126,8.425291061,0.976829827,420.0601807,242.9397736,35.50318909,7.520740032,0.954315722,417.6983337,242.0034943,32.61174774,26.17736435,6.463497162,9.671462059,2.262793064,8.625136375,2.262793064,7.880767345,2.354774714,3.13826251,3.480980873,2.995045185,16.72347832,0,2.064846754,2.144469976,1.985223413,2.163403511,2.141219378,2.14784956,2.15649581,2.062643528
105362,02:08.0,MF DB-1                  ,4,32267.16406,0.80496645,0.33032763,423.5566406,244.5424957,3.320657969,50.02083969,-0.004190613,-0.005579411,424.1237183,244.4480591,3.072575569,0.414108485,0.390693724,424.8861084,245.2594452,4.321673393,0.393957525,0.622697413,422.6143188,244.7261505,2.587885857,2.443679094,2.221797228,0.751085162,0.75107342,1.059931278,0.75107342,0.632662833,0.495035082,21.23060226,10.82001877,17.46992111,0,0,1.757119656,1.795900822,1.718338609,1.605753422,1.756849051,1.703271508,1.803494096,1.659192085
