ID,Date_Time,Equipment_Name,Equipment_Id,Flow_Rate,Flow_Total,Consumption
680,2022-05-20 16:02:05.000,Wooshin_Air_Consumption,7,245,147398,NULL
679,2022-05-20 15:02:05.000,Wooshin_Air_Consumption,7,325,147377,NULL
678,2022-05-20 14:02:05.000,Wooshin_Air_Consumption,7,52,147366,NULL
677,2022-05-20 13:02:05.000,Wooshin_Air_Consumption,7,418,147346,NULL
676,2022-05-20 12:02:07.000,Wooshin_Air_Consumption,7,407,147325,NULL
675,2022-05-20 11:02:05.000,Wooshin_Air_Consumption,7,1,147315,NULL
674,2022-05-20 10:02:06.000,Wooshin_Air_Consumption,7,484,147296,NULL
673,2022-05-20 09:02:05.000,Wooshin_Air_Consumption,7,303,147275,NULL
672,2022-05-20 08:02:06.000,Wooshin_Air_Consumption,7,277,147257,NULL
671,2022-05-20 07:02:05.000,Wooshin_Air_Consumption,7,293,147243,NULL
670,2022-05-20 06:02:05.000,Wooshin_Air_Consumption,7,131,147223,NULL
669,2022-05-20 05:02:05.000,Wooshin_Air_Consumption,7,338,147219,NULL
668,2022-05-20 04:02:18.000,Wooshin_Air_Consumption,7,491,147198,NULL
667,2022-05-20 03:02:05.000,Wooshin_Air_Consumption,7,289,147189,NULL
666,2022-05-20 02:02:05.000,Wooshin_Air_Consumption,7,370,147167,NULL
665,2022-05-20 01:02:05.000,Wooshin_Air_Consumption,7,310,147144,NULL
664,2022-05-20 00:05:04.000,Wooshin_Air_Consumption,7,343,147121,NULL
663,2022-05-19 23:02:05.000,Wooshin_Air_Consumption,7,150,147098,NULL
662,2022-05-19 22:02:05.000,Wooshin_Air_Consumption,7,313,147084,NULL
661,2022-05-19 21:02:05.000,Wooshin_Air_Consumption,7,397,147061,NULL
660,2022-05-19 20:02:07.000,Wooshin_Air_Consumption,7,536,147040,NULL
659,2022-05-19 19:02:05.000,Wooshin_Air_Consumption,7,111,147026,NULL
658,2022-05-19 18:02:05.000,Wooshin_Air_Consumption,7,330,147006,NULL
657,2022-05-19 17:02:05.000,Wooshin_Air_Consumption,7,304,146986,NULL
656,2022-05-19 16:02:05.000,Wooshin_Air_Consumption,7,396,146968,NULL
655,2022-05-19 15:02:05.000,Wooshin_Air_Consumption,7,474,146947,NULL
654,2022-05-19 14:02:05.000,Wooshin_Air_Consumption,7,104,146935,NULL
653,2022-05-19 13:02:05.000,Wooshin_Air_Consumption,7,374,146914,NULL
652,2022-05-19 12:02:05.000,Wooshin_Air_Consumption,7,401,146891,NULL
651,2022-05-19 11:02:05.000,Wooshin_Air_Consumption,7,67,146877,NULL
650,2022-05-19 10:02:05.000,Wooshin_Air_Consumption,7,392,146857,NULL
649,2022-05-19 09:02:05.000,Wooshin_Air_Consumption,7,357,146835,NULL
648,2022-05-19 08:02:07.000,Wooshin_Air_Consumption,7,347,146812,NULL
647,2022-05-19 07:02:05.000,Wooshin_Air_Consumption,7,418,146795,NULL
646,2022-05-19 06:02:05.000,Wooshin_Air_Consumption,7,171,146776,NULL
645,2022-05-19 05:02:05.000,Wooshin_Air_Consumption,7,175,146769,NULL
644,2022-05-19 04:02:05.000,Wooshin_Air_Consumption,7,354,146749,NULL
643,2022-05-19 03:02:06.000,Wooshin_Air_Consumption,7,168,146743,NULL
642,2022-05-19 02:02:05.000,Wooshin_Air_Consumption,7,325,146721,NULL
641,2022-05-19 01:02:06.000,Wooshin_Air_Consumption,7,451,146698,NULL
640,2022-05-19 00:05:04.000,Wooshin_Air_Consumption,7,313,146676,NULL
639,2022-05-18 23:02:05.000,Wooshin_Air_Consumption,7,134,146653,NULL
638,2022-05-18 22:02:05.000,Wooshin_Air_Consumption,7,345,146640,NULL
637,2022-05-18 21:02:05.000,Wooshin_Air_Consumption,7,333,146617,NULL
636,2022-05-18 20:02:05.000,Wooshin_Air_Consumption,7,320,146595,NULL
635,2022-05-18 19:02:05.000,Wooshin_Air_Consumption,7,97,146582,NULL
634,2022-05-18 18:02:05.000,Wooshin_Air_Consumption,7,517,146560,NULL
633,2022-05-18 17:02:06.000,Wooshin_Air_Consumption,7,316,146537,NULL
632,2022-05-18 16:02:05.000,Wooshin_Air_Consumption,7,393,146520,NULL
631,2022-05-18 15:02:05.000,Wooshin_Air_Consumption,7,341,146498,NULL
630,2022-05-18 14:02:06.000,Wooshin_Air_Consumption,7,134,146486,NULL
629,2022-05-18 13:02:05.000,Wooshin_Air_Consumption,7,387,146465,NULL
628,2022-05-18 12:02:05.000,Wooshin_Air_Consumption,7,389,146444,NULL
627,2022-05-18 11:02:09.000,Wooshin_Air_Consumption,7,118,146431,NULL
626,2022-05-18 10:02:05.000,Wooshin_Air_Consumption,7,300,146412,NULL
625,2022-05-18 09:02:05.000,Wooshin_Air_Consumption,7,471,146391,NULL
624,2022-05-18 08:02:05.000,Wooshin_Air_Consumption,7,409,146368,NULL
623,2022-05-18 07:02:05.000,Wooshin_Air_Consumption,7,382,146350,NULL
622,2022-05-18 06:02:06.000,Wooshin_Air_Consumption,7,121,146330,NULL
621,2022-05-18 05:02:05.000,Wooshin_Air_Consumption,7,413,146323,NULL
620,2022-05-18 04:02:05.000,Wooshin_Air_Consumption,7,304,146302,NULL
619,2022-05-18 03:02:05.000,Wooshin_Air_Consumption,7,263,146292,NULL
618,2022-05-18 02:02:05.000,Wooshin_Air_Consumption,7,288,146270,NULL
617,2022-05-18 01:02:05.000,Wooshin_Air_Consumption,7,479,146248,NULL
616,2022-05-18 00:05:04.000,Wooshin_Air_Consumption,7,380,146227,NULL
615,2022-05-17 23:02:05.000,Wooshin_Air_Consumption,7,151,146205,NULL
614,2022-05-17 22:02:06.000,Wooshin_Air_Consumption,7,496,146191,NULL
613,2022-05-17 21:02:06.000,Wooshin_Air_Consumption,7,322,146170,NULL
612,2022-05-17 20:02:06.000,Wooshin_Air_Consumption,7,380,146149,NULL
611,2022-05-17 19:02:05.000,Wooshin_Air_Consumption,7,115,146137,NULL
610,2022-05-17 18:02:06.000,Wooshin_Air_Consumption,7,330,146118,NULL
609,2022-05-17 17:02:05.000,Wooshin_Air_Consumption,7,417,146099,NULL
608,2022-05-17 16:02:05.000,Wooshin_Air_Consumption,7,353,146083,NULL
607,2022-05-17 15:02:05.000,Wooshin_Air_Consumption,7,540,146061,NULL
606,2022-05-17 14:02:05.000,Wooshin_Air_Consumption,7,63,146050,NULL
605,2022-05-17 13:02:06.000,Wooshin_Air_Consumption,7,359,146033,NULL
604,2022-05-17 12:02:05.000,Wooshin_Air_Consumption,7,313,146013,NULL
603,2022-05-17 11:02:05.000,Wooshin_Air_Consumption,7,96,146003,NULL
602,2022-05-17 10:02:05.000,Wooshin_Air_Consumption,7,255,145985,NULL
601,2022-05-17 09:02:05.000,Wooshin_Air_Consumption,7,407,145963,NULL
600,2022-05-17 08:02:05.000,Wooshin_Air_Consumption,7,478,145939,NULL
599,2022-05-17 07:02:05.000,Wooshin_Air_Consumption,7,322,145922,NULL
598,2022-05-17 06:02:05.000,Wooshin_Air_Consumption,7,129,145902,NULL
597,2022-05-17 05:02:05.000,Wooshin_Air_Consumption,7,0,145898,NULL
596,2022-05-17 04:02:05.000,Wooshin_Air_Consumption,7,0,145898,NULL
595,2022-05-17 03:02:05.000,Wooshin_Air_Consumption,7,0,145898,NULL
594,2022-05-17 02:02:06.000,Wooshin_Air_Consumption,7,0,145898,NULL
592,2022-05-17 01:02:05.000,Wooshin_Air_Consumption,7,0,145898,NULL
593,2022-05-17 00:05:04.000,Wooshin_Air_Consumption,7,0,145898,NULL
591,2022-05-16 23:02:05.000,Wooshin_Air_Consumption,7,0,145898,NULL
590,2022-05-16 22:02:05.000,Wooshin_Air_Consumption,7,0,145898,NULL
589,2022-05-16 21:02:05.000,Wooshin_Air_Consumption,7,0,145898,NULL
588,2022-05-16 20:02:05.000,Wooshin_Air_Consumption,7,0,145898,NULL
587,2022-05-16 19:02:05.000,Wooshin_Air_Consumption,7,0,145898,NULL
586,2022-05-16 18:02:06.000,Wooshin_Air_Consumption,7,0,145898,NULL
585,2022-05-16 17:02:05.000,Wooshin_Air_Consumption,7,3,145898,NULL
584,2022-05-16 16:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
583,2022-05-16 15:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
582,2022-05-16 14:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
581,2022-05-16 13:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
580,2022-05-16 12:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
579,2022-05-16 11:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
578,2022-05-16 10:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
577,2022-05-16 09:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
576,2022-05-16 08:02:06.000,Wooshin_Air_Consumption,7,0,145895,NULL
575,2022-05-16 07:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
574,2022-05-16 06:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
573,2022-05-16 05:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
572,2022-05-16 04:02:06.000,Wooshin_Air_Consumption,7,0,145895,NULL
571,2022-05-16 03:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
570,2022-05-16 02:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
569,2022-05-16 01:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
568,2022-05-16 00:05:04.000,Wooshin_Air_Consumption,7,0,145895,NULL
567,2022-05-15 23:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
566,2022-05-15 22:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
565,2022-05-15 21:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
564,2022-05-15 20:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
563,2022-05-15 19:02:07.000,Wooshin_Air_Consumption,7,0,145895,NULL
562,2022-05-15 18:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
561,2022-05-15 17:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
560,2022-05-15 16:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
559,2022-05-15 15:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
558,2022-05-15 14:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
557,2022-05-15 13:02:05.000,Wooshin_Air_Consumption,7,0,145895,NULL
556,2022-05-15 12:02:05.000,Wooshin_Air_Consumption,7,0,145894,NULL
555,2022-05-15 11:02:05.000,Wooshin_Air_Consumption,7,0,145893,NULL
554,2022-05-15 10:02:05.000,Wooshin_Air_Consumption,7,0,145892,NULL
553,2022-05-15 09:02:05.000,Wooshin_Air_Consumption,7,11,145891,NULL
552,2022-05-15 08:02:05.000,Wooshin_Air_Consumption,7,0,145889,NULL
551,2022-05-15 07:02:05.000,Wooshin_Air_Consumption,7,0,145889,NULL
550,2022-05-15 06:02:05.000,Wooshin_Air_Consumption,7,0,145889,NULL
549,2022-05-15 05:02:05.000,Wooshin_Air_Consumption,7,123,145888,NULL
548,2022-05-15 04:02:05.000,Wooshin_Air_Consumption,7,350,145866,NULL
547,2022-05-15 03:02:06.000,Wooshin_Air_Consumption,7,96,145855,NULL
546,2022-05-15 02:02:05.000,Wooshin_Air_Consumption,7,291,145833,NULL
545,2022-05-15 01:02:06.000,Wooshin_Air_Consumption,7,363,145811,NULL
544,2022-05-15 00:05:04.000,Wooshin_Air_Consumption,7,372,145789,NULL
543,2022-05-14 23:02:05.000,Wooshin_Air_Consumption,7,135,145767,NULL
542,2022-05-14 22:02:05.000,Wooshin_Air_Consumption,7,309,145755,NULL
541,2022-05-14 21:02:05.000,Wooshin_Air_Consumption,7,511,145733,NULL
540,2022-05-14 20:02:05.000,Wooshin_Air_Consumption,7,362,145710,NULL
539,2022-05-14 19:02:05.000,Wooshin_Air_Consumption,7,119,145697,NULL
538,2022-05-14 18:02:06.000,Wooshin_Air_Consumption,7,391,145677,NULL
537,2022-05-14 17:02:05.000,Wooshin_Air_Consumption,7,330,145655,NULL
536,2022-05-14 16:02:05.000,Wooshin_Air_Consumption,7,404,145639,NULL
535,2022-05-14 15:02:06.000,Wooshin_Air_Consumption,7,357,145616,NULL
534,2022-05-14 14:02:05.000,Wooshin_Air_Consumption,7,63,145607,NULL
533,2022-05-14 13:02:06.000,Wooshin_Air_Consumption,7,335,145587,NULL
532,2022-05-14 12:02:05.000,Wooshin_Air_Consumption,7,405,145565,NULL
531,2022-05-14 11:02:05.000,Wooshin_Air_Consumption,7,166,145553,NULL
530,2022-05-14 10:02:05.000,Wooshin_Air_Consumption,7,524,145531,NULL
529,2022-05-14 09:02:05.000,Wooshin_Air_Consumption,7,513,145508,NULL
528,2022-05-14 08:02:05.000,Wooshin_Air_Consumption,7,299,145485,NULL
527,2022-05-14 07:02:05.000,Wooshin_Air_Consumption,7,299,145468,NULL
526,2022-05-14 06:02:05.000,Wooshin_Air_Consumption,7,93,145446,NULL
525,2022-05-14 05:02:07.000,Wooshin_Air_Consumption,7,321,145441,NULL
524,2022-05-14 04:02:05.000,Wooshin_Air_Consumption,7,262,145420,NULL
523,2022-05-14 03:02:06.000,Wooshin_Air_Consumption,7,217,145410,NULL
522,2022-05-14 02:02:05.000,Wooshin_Air_Consumption,7,361,145388,NULL
521,2022-05-14 01:02:06.000,Wooshin_Air_Consumption,7,467,145367,NULL
520,2022-05-14 00:05:04.000,Wooshin_Air_Consumption,7,303,145346,NULL
519,2022-05-13 23:02:06.000,Wooshin_Air_Consumption,7,76,145326,NULL
518,2022-05-13 22:02:05.000,Wooshin_Air_Consumption,7,291,145314,NULL
517,2022-05-13 21:02:05.000,Wooshin_Air_Consumption,7,328,145292,NULL
516,2022-05-13 20:02:05.000,Wooshin_Air_Consumption,7,342,145269,NULL
515,2022-05-13 19:02:05.000,Wooshin_Air_Consumption,7,73,145257,NULL
514,2022-05-13 18:02:05.000,Wooshin_Air_Consumption,7,424,145236,NULL
513,2022-05-13 17:02:05.000,Wooshin_Air_Consumption,7,346,145215,NULL
512,2022-05-13 16:02:05.000,Wooshin_Air_Consumption,7,330,145198,NULL
511,2022-05-13 15:02:06.000,Wooshin_Air_Consumption,7,212,145178,NULL
510,2022-05-13 14:02:05.000,Wooshin_Air_Consumption,7,3,145171,NULL
509,2022-05-13 13:02:05.000,Wooshin_Air_Consumption,7,300,145156,NULL
508,2022-05-13 12:02:05.000,Wooshin_Air_Consumption,7,175,145135,NULL
507,2022-05-13 11:02:05.000,Wooshin_Air_Consumption,7,39,145124,NULL
506,2022-05-13 10:02:05.000,Wooshin_Air_Consumption,7,420,145104,NULL
505,2022-05-13 09:02:05.000,Wooshin_Air_Consumption,7,341,145082,NULL
504,2022-05-13 08:02:05.000,Wooshin_Air_Consumption,7,301,145059,NULL
503,2022-05-13 07:02:05.000,Wooshin_Air_Consumption,7,503,145042,NULL
502,2022-05-13 06:02:05.000,Wooshin_Air_Consumption,7,127,145021,NULL
501,2022-05-13 05:02:05.000,Wooshin_Air_Consumption,7,277,145016,NULL
500,2022-05-13 04:02:05.000,Wooshin_Air_Consumption,7,246,144996,NULL
499,2022-05-13 03:02:05.000,Wooshin_Air_Consumption,7,185,144986,NULL
498,2022-05-13 02:02:05.000,Wooshin_Air_Consumption,7,400,144965,NULL
497,2022-05-13 01:02:05.000,Wooshin_Air_Consumption,7,264,144943,NULL
496,2022-05-13 00:05:04.000,Wooshin_Air_Consumption,7,279,144931,NULL
495,2022-05-12 23:02:05.000,Wooshin_Air_Consumption,7,119,144916,NULL
494,2022-05-12 22:02:05.000,Wooshin_Air_Consumption,7,367,144905,NULL
493,2022-05-12 21:02:06.000,Wooshin_Air_Consumption,7,359,144884,NULL
492,2022-05-12 20:02:05.000,Wooshin_Air_Consumption,7,453,144862,NULL
491,2022-05-12 19:02:05.000,Wooshin_Air_Consumption,7,47,144851,NULL
490,2022-05-12 18:02:05.000,Wooshin_Air_Consumption,7,389,144831,NULL
489,2022-05-12 17:02:07.000,Wooshin_Air_Consumption,7,276,144809,NULL
488,2022-05-12 16:02:05.000,Wooshin_Air_Consumption,7,347,144792,NULL
487,2022-05-12 15:02:05.000,Wooshin_Air_Consumption,7,404,144770,NULL
486,2022-05-12 14:02:05.000,Wooshin_Air_Consumption,7,151,144759,NULL
485,2022-05-12 13:02:05.000,Wooshin_Air_Consumption,7,363,144738,NULL
484,2022-05-12 12:02:05.000,Wooshin_Air_Consumption,7,355,144718,NULL
483,2022-05-12 11:02:05.000,Wooshin_Air_Consumption,7,42,144708,NULL
482,2022-05-12 10:02:05.000,Wooshin_Air_Consumption,7,380,144690,NULL
481,2022-05-12 09:02:05.000,Wooshin_Air_Consumption,7,472,144668,NULL
480,2022-05-12 08:02:05.000,Wooshin_Air_Consumption,7,353,144646,NULL
479,2022-05-12 07:02:05.000,Wooshin_Air_Consumption,7,338,144629,NULL
478,2022-05-12 06:02:05.000,Wooshin_Air_Consumption,7,5,144608,NULL
477,2022-05-12 05:02:05.000,Wooshin_Air_Consumption,7,1,144604,NULL
476,2022-05-12 04:02:05.000,Wooshin_Air_Consumption,7,303,144585,NULL
475,2022-05-12 03:02:06.000,Wooshin_Air_Consumption,7,163,144577,NULL
474,2022-05-12 02:02:05.000,Wooshin_Air_Consumption,7,303,144557,NULL
473,2022-05-12 01:02:05.000,Wooshin_Air_Consumption,7,252,144538,NULL
472,2022-05-12 00:05:04.000,Wooshin_Air_Consumption,7,301,144524,NULL
471,2022-05-11 23:02:05.000,Wooshin_Air_Consumption,7,166,144508,NULL
470,2022-05-11 22:02:05.000,Wooshin_Air_Consumption,7,411,144499,NULL
469,2022-05-11 21:02:06.000,Wooshin_Air_Consumption,7,289,144479,NULL
468,2022-05-11 20:02:05.000,Wooshin_Air_Consumption,7,231,144460,NULL
467,2022-05-11 19:02:05.000,Wooshin_Air_Consumption,7,61,144451,NULL
466,2022-05-11 18:02:06.000,Wooshin_Air_Consumption,7,342,144433,NULL
465,2022-05-11 17:02:05.000,Wooshin_Air_Consumption,7,441,144414,NULL
464,2022-05-11 16:02:05.000,Wooshin_Air_Consumption,7,279,144399,NULL
463,2022-05-11 15:02:06.000,Wooshin_Air_Consumption,7,355,144381,NULL
462,2022-05-11 14:02:06.000,Wooshin_Air_Consumption,7,159,144365,NULL
461,2022-05-11 13:02:05.000,Wooshin_Air_Consumption,7,359,144347,NULL
460,2022-05-11 12:02:06.000,Wooshin_Air_Consumption,7,343,144325,NULL
459,2022-05-11 11:02:05.000,Wooshin_Air_Consumption,7,35,144314,NULL
458,2022-05-11 10:02:05.000,Wooshin_Air_Consumption,7,332,144294,NULL
457,2022-05-11 09:02:05.000,Wooshin_Air_Consumption,7,364,144272,NULL
456,2022-05-11 08:02:05.000,Wooshin_Air_Consumption,7,382,144252,NULL
455,2022-05-11 07:02:06.000,Wooshin_Air_Consumption,7,330,144237,NULL
454,2022-05-11 06:02:05.000,Wooshin_Air_Consumption,7,204,144218,NULL
453,2022-05-11 05:02:05.000,Wooshin_Air_Consumption,7,180,144215,NULL
452,2022-05-11 04:02:05.000,Wooshin_Air_Consumption,7,289,144194,NULL
451,2022-05-11 03:02:05.000,Wooshin_Air_Consumption,7,249,144185,NULL
450,2022-05-11 02:02:05.000,Wooshin_Air_Consumption,7,384,144163,NULL
449,2022-05-11 01:02:05.000,Wooshin_Air_Consumption,7,392,144142,NULL
448,2022-05-11 00:05:04.000,Wooshin_Air_Consumption,7,330,144121,NULL
447,2022-05-10 23:02:05.000,Wooshin_Air_Consumption,7,151,144098,NULL
446,2022-05-10 22:02:05.000,Wooshin_Air_Consumption,7,482,144089,NULL
445,2022-05-10 21:02:05.000,Wooshin_Air_Consumption,7,371,144067,NULL
444,2022-05-10 20:02:05.000,Wooshin_Air_Consumption,7,303,144046,NULL
443,2022-05-10 19:02:05.000,Wooshin_Air_Consumption,7,64,144035,NULL
442,2022-05-10 18:02:05.000,Wooshin_Air_Consumption,7,445,144015,NULL
441,2022-05-10 17:02:05.000,Wooshin_Air_Consumption,7,280,143992,NULL
440,2022-05-10 16:02:05.000,Wooshin_Air_Consumption,7,353,143976,NULL
439,2022-05-10 15:02:05.000,Wooshin_Air_Consumption,7,388,143954,NULL
438,2022-05-10 14:02:06.000,Wooshin_Air_Consumption,7,71,143943,NULL
437,2022-05-10 13:02:05.000,Wooshin_Air_Consumption,7,425,143922,NULL
436,2022-05-10 12:02:05.000,Wooshin_Air_Consumption,7,361,143900,NULL
435,2022-05-10 11:02:05.000,Wooshin_Air_Consumption,7,51,143889,NULL
434,2022-05-10 10:02:05.000,Wooshin_Air_Consumption,7,328,143869,NULL
433,2022-05-10 09:02:07.000,Wooshin_Air_Consumption,7,399,143848,NULL
432,2022-05-10 08:02:05.000,Wooshin_Air_Consumption,7,325,143826,NULL
431,2022-05-10 07:02:05.000,Wooshin_Air_Consumption,7,417,143809,NULL
430,2022-05-10 06:02:06.000,Wooshin_Air_Consumption,7,104,143789,NULL
429,2022-05-10 05:02:05.000,Wooshin_Air_Consumption,7,316,143786,NULL
428,2022-05-10 04:02:05.000,Wooshin_Air_Consumption,7,332,143766,NULL
427,2022-05-10 03:02:05.000,Wooshin_Air_Consumption,7,252,143759,NULL
426,2022-05-10 02:02:05.000,Wooshin_Air_Consumption,7,335,143739,NULL
425,2022-05-10 01:02:07.000,Wooshin_Air_Consumption,7,89,143725,NULL
424,2022-05-10 00:05:05.000,Wooshin_Air_Consumption,7,600,143709,NULL
423,2022-05-09 23:02:06.000,Wooshin_Air_Consumption,7,48,143691,NULL
422,2022-05-09 22:02:05.000,Wooshin_Air_Consumption,7,270,143683,NULL
421,2022-05-09 21:02:06.000,Wooshin_Air_Consumption,7,454,143662,NULL
420,2022-05-09 20:02:06.000,Wooshin_Air_Consumption,7,284,143641,NULL
419,2022-05-09 19:02:06.000,Wooshin_Air_Consumption,7,11,143632,NULL
418,2022-05-09 18:02:05.000,Wooshin_Air_Consumption,7,274,143613,NULL
417,2022-05-09 17:02:05.000,Wooshin_Air_Consumption,7,316,143592,NULL
416,2022-05-09 16:02:05.000,Wooshin_Air_Consumption,7,335,143575,NULL
415,2022-05-09 15:02:05.000,Wooshin_Air_Consumption,7,366,143554,NULL
414,2022-05-09 14:02:05.000,Wooshin_Air_Consumption,7,28,143543,NULL
413,2022-05-09 13:02:05.000,Wooshin_Air_Consumption,7,354,143524,NULL
412,2022-05-09 12:02:05.000,Wooshin_Air_Consumption,7,380,143503,NULL
411,2022-05-09 11:02:05.000,Wooshin_Air_Consumption,7,44,143493,NULL
410,2022-05-09 10:02:05.000,Wooshin_Air_Consumption,7,516,143473,NULL
409,2022-05-09 09:02:05.000,Wooshin_Air_Consumption,7,388,143452,NULL
408,2022-05-09 08:02:05.000,Wooshin_Air_Consumption,7,345,143429,NULL
407,2022-05-09 07:02:05.000,Wooshin_Air_Consumption,7,412,143412,NULL
406,2022-05-09 06:02:06.000,Wooshin_Air_Consumption,7,109,143392,NULL
405,2022-05-09 05:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
404,2022-05-09 04:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
403,2022-05-09 03:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
402,2022-05-09 02:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
401,2022-05-09 01:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
400,2022-05-09 00:05:04.000,Wooshin_Air_Consumption,7,0,143388,NULL
399,2022-05-08 23:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
398,2022-05-08 22:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
397,2022-05-08 21:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
396,2022-05-08 20:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
395,2022-05-08 19:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
394,2022-05-08 18:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
393,2022-05-08 17:02:06.000,Wooshin_Air_Consumption,7,0,143388,NULL
392,2022-05-08 16:02:05.000,Wooshin_Air_Consumption,7,0,143388,NULL
391,2022-05-08 15:02:06.000,Wooshin_Air_Consumption,7,0,143388,NULL
390,2022-05-08 14:02:05.000,Wooshin_Air_Consumption,7,0,143386,NULL
389,2022-05-08 13:02:06.000,Wooshin_Air_Consumption,7,0,143384,NULL
388,2022-05-08 12:02:05.000,Wooshin_Air_Consumption,7,89,143381,NULL
387,2022-05-08 11:02:05.000,Wooshin_Air_Consumption,7,104,143377,NULL
386,2022-05-08 10:02:05.000,Wooshin_Air_Consumption,7,10,143374,NULL
385,2022-05-08 09:02:05.000,Wooshin_Air_Consumption,7,19,143372,NULL
384,2022-05-08 08:02:05.000,Wooshin_Air_Consumption,7,0,143369,NULL
383,2022-05-08 07:02:05.000,Wooshin_Air_Consumption,7,0,143369,NULL
382,2022-05-08 06:02:05.000,Wooshin_Air_Consumption,7,0,143369,NULL
381,2022-05-08 05:02:06.000,Wooshin_Air_Consumption,7,389,143366,NULL
380,2022-05-08 04:02:05.000,Wooshin_Air_Consumption,7,330,143346,NULL
379,2022-05-08 03:02:05.000,Wooshin_Air_Consumption,7,183,143339,NULL
378,2022-05-08 02:02:07.000,Wooshin_Air_Consumption,7,363,143318,NULL
377,2022-05-08 01:02:05.000,Wooshin_Air_Consumption,7,359,143296,NULL
376,2022-05-08 00:05:04.000,Wooshin_Air_Consumption,7,332,143276,NULL
375,2022-05-07 23:02:05.000,Wooshin_Air_Consumption,7,266,143254,NULL
374,2022-05-07 22:02:05.000,Wooshin_Air_Consumption,7,288,143245,NULL
373,2022-05-07 21:02:05.000,Wooshin_Air_Consumption,7,432,143225,NULL
372,2022-05-07 20:02:05.000,Wooshin_Air_Consumption,7,353,143203,NULL
371,2022-05-07 19:02:05.000,Wooshin_Air_Consumption,7,6,143194,NULL
370,2022-05-07 18:02:05.000,Wooshin_Air_Consumption,7,308,143175,NULL
369,2022-05-07 17:02:05.000,Wooshin_Air_Consumption,7,391,143154,NULL
368,2022-05-07 16:02:05.000,Wooshin_Air_Consumption,7,471,143138,NULL
367,2022-05-07 15:02:05.000,Wooshin_Air_Consumption,7,332,143117,NULL
366,2022-05-07 14:02:05.000,Wooshin_Air_Consumption,7,71,143107,NULL
365,2022-05-07 13:02:05.000,Wooshin_Air_Consumption,7,320,143087,NULL
364,2022-05-07 12:02:05.000,Wooshin_Air_Consumption,7,354,143066,NULL
363,2022-05-07 11:02:06.000,Wooshin_Air_Consumption,7,1,143055,NULL
362,2022-05-07 10:02:05.000,Wooshin_Air_Consumption,7,384,143036,NULL
361,2022-05-07 09:02:06.000,Wooshin_Air_Consumption,7,405,143014,NULL
360,2022-05-07 08:02:06.000,Wooshin_Air_Consumption,7,335,142991,NULL
359,2022-05-07 07:02:06.000,Wooshin_Air_Consumption,7,437,142976,NULL
358,2022-05-07 06:02:05.000,Wooshin_Air_Consumption,7,167,142955,NULL
357,2022-05-07 05:02:05.000,Wooshin_Air_Consumption,7,472,142953,NULL
356,2022-05-07 04:02:06.000,Wooshin_Air_Consumption,7,500,142932,NULL
355,2022-05-07 03:02:05.000,Wooshin_Air_Consumption,7,252,142926,NULL
354,2022-05-07 02:02:07.000,Wooshin_Air_Consumption,7,276,142905,NULL
353,2022-05-07 01:02:05.000,Wooshin_Air_Consumption,7,287,142885,NULL
352,2022-05-07 00:05:04.000,Wooshin_Air_Consumption,7,272,142865,NULL
351,2022-05-06 23:02:05.000,Wooshin_Air_Consumption,7,171,142844,NULL
350,2022-05-06 22:02:05.000,Wooshin_Air_Consumption,7,306,142835,NULL
349,2022-05-06 21:02:05.000,Wooshin_Air_Consumption,7,353,142814,NULL
