Master_ID,Date_Time,Node_Name,Node_ID,Output_Frequency,Motor_Speed,Output_Current_Avg,Output_Current_U,Output_Current_V,Output_Current_W,Set_Frequency,Set_Speed,Input_Voltage,Output_Voltage,DC_Bus_Voltage,Energy_Meter_MWH,Energy_Meter_KWH,Energy_Saved_KWH,IGBT_HS_Temperature_U,IGBT_HS_Temperature_V,IGBT_HS_Temperature_W,Run_Time_Hrs,Adjustable_OverCurrent_Level,UnderCurrent_Level,Output_Current_level,Earth_Fault_Detection_Level
49190,2022-06-10 10:02:06.000,FDV Unit 3A                             ,56,4009,1202,430,556,402,312,4009,1202,411,326,563,58,2944,854,0,0,53,4515,300,0,30,50
49194,2022-06-10 10:02:06.000,FDV Unit 1B                             ,51,4534,1360,477,475,489,460,4534,1360,409,376,562,62,9668,112,0,0,56,4312,300,0,30,50
49189,2022-06-10 10:02:05.000,FDV Unit 3B                             ,53,4519,1355,449,451,451,453,4519,1355,410,373,564,57,9720,895,0,0,56,4352,300,0,30,50
49187,2022-06-10 09:02:07.000,FDV Unit 1A                             ,54,4006,1201,412,418,421,387,4006,1201,399,329,552,60,6324,796,0,0,53,5281,300,0,30,50
49186,2022-06-10 09:02:07.000,FDV Unit 3A                             ,56,4010,1203,432,567,413,320,4010,1203,404,330,554,58,2686,843,0,0,50,4514,300,0,30,50
49188,2022-06-10 09:02:07.000,FDV Unit 2A                             ,55,4351,1305,464,464,466,465,4351,1305,401,360,552,62,4473,580,0,0,58,5108,300,0,30,50
49183,2022-06-10 09:02:06.000,FDV Unit 2B                             ,52,4518,1355,468,464,470,476,4518,1355,401,371,553,55,870,219,0,0,52,4406,300,0,30,50
49185,2022-06-10 09:02:06.000,FDV Unit 3B                             ,53,4521,1356,447,446,446,445,4521,1356,400,376,552,57,9502,871,0,0,55,4351,300,0,30,50
49184,2022-06-10 09:02:06.000,FDV Unit 1B                             ,51,4535,1360,475,466,477,458,4535,1360,401,376,551,62,9432,90,0,0,52,4311,300,0,30,50
49178,2022-06-10 08:02:06.000,FDV Unit 2A                             ,55,4352,1305,471,475,475,471,4352,1305,413,362,568,62,4253,565,0,0,55,5107,300,0,30,50
